Census SubDivision Code,Census SubDivision Name,Census Subdivision Label,Census Sub Division Type,Census Division Code,Census Division Name,Census Division Type,Census Consolidated SubDivision Code,Census Consolidated Subdivision Name,Total Population,Total Pop Age 0-4,Total Pop Age 5-9,Total Pop Age 10 -14,Total Pop Age 15-19,Total Pop Age 20-24,Total Pop Age 25-29,Total Pop Age 30-34,Total Pop Age 35-39,Total Pop Age 40-44,Total Pop Age 45-49,Total Pop Age 50-54,Total Pop Age 55-59,Total Pop Age 60-64,Total Pop Age 65-69,Total Pop Age 70-74,Total Pop Age 75-79,Total Pop Age 80-84,Total Pop Age 85+,Total Census Family Households,Total Lone-Parent Family Households,Lone Parent Family Households with 1 Child,Lone Parent Family Households with 2 Children,Lone Parent Family Households with 3+ Children,Total Lone-Parent Female Family Households,Female Lone Parent Family Households with 1 Child,Female Lone Parent Family Households with 2 Children,Female Lone Parent Family Households with 3+ Children,Total Lone-Parent Male Family Households,Male Lone Parent Family Households with 1 Child,Male Lone Parent Family Households with 2 Children,Male Lone Parent Family Households with 3+ Children,Total Househoulds by Income,Households Income 0-19999,Households Income 20000-39999,Households Income 40000-59999,Households Income 60000-79999,Households Income 80000-99999,Households 100000+,Average Household Income,Household Population 25-64,Household 25-64 Education No Certificate Diploma Degree,Household 25-64 Education High School Diploma or Eq,Household 25-64 Education Apprenticeship Trades or Diploma,Household 25-64 Education College CEGEP Certificate or Diploma,Household 25-64 Education University Diploma or Cert Below Bachelor,Household 25-64 Education University Diploma or Cert Bachelor Level or above,Household Population 15Years or Over for Labor Force,Household population In the Labour Force,Household Pop Age 15+ Employed,Household Pop Age 15+ Unemployed,Household Pop Age 15+ Not in Labour Force,Household Population for Visible Minority,Household Population with Visible Minority,Household Population Chinese Visible Minority,Household Population South Asian Visible Minority,Household Population Black Visible Minority,Household Population Filipino Visible Minority,Household Population Latin American Visible Minority,Household Population Chinese Southeast Asian Minority,Household Population Arab Visible Minority,Household Population West Asian Visible Minority,Household Population Korean Visible Minority,Household Population Japanese Visible Minority,Household Population Other Visible Minority,Household Population Multiple Visible Minority,Household Population NOT a Visible Minority,Household Population for Aboriginal Identity,Household Population with Aboriginal Identity,Household Population with Non-Aboriginal Identity,Household Population for Immigrant Status,Household Population Non-Immigrant,Household Population Non-Immigrant in Province of Birth,Household Population Non-Immigrant outside of Province of Birth,Household Population Immigrant,Household Population for Recent Immigrants (2017-Present),Household Population of Recent Immigrants (2017-Present),Total Households For Household Size,1 Person Household,2 Persons Household,3 Persons Household,4 Persons Household,5 or more Persons Household
5933032,"Thompson-Nicola E (Bonaparte Plateau), BC (RDA)",Thompson-Nicola E (Bonaparte Plateau),Regional district electoral area,5933,"Thompson-Nicola, BC (RD)",Regional district,5933032,"Thompson-Nicola E (Bonaparte Plateau), BC",1109,24,26,24,24,21,25,33,42,38,45,72,105,167,153,127,93,51,39,391,34,25,7,2,19,18,1,0,15,7,6,2,557,69,129,103,79,58,119,67646.90598,516,109,167,55,128,17,40,1006,446,416,30,560,1080,47,0,0,47,0,0,0,0,0,0,0,0,0,1033,1080,82,998,1080,929,632,297,131,1080,0,557,162,306,55,29,5
5931824,"Seton Lake 5, BC (IRI)",Seton Lake 5,Indian reserve,5931,"Squamish-Lillooet, BC (RD)",Regional district,5931034,"Squamish-Lillooet B, BC",5,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,1,2,100204.03,4,2,1,0,1,0,0,5,3,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,2,5,4,3,1,1,5,0,5,5,0,0,0,0
5933824,"Skuppah 2A, BC (IRI)",Skuppah 2A,Indian reserve,5933,"Thompson-Nicola, BC (RD)",Regional district,5933037,"Thompson-Nicola I (Blue Sky Country), BC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5924039,"Sayward, BC (VL)",Sayward,Village,5924,"Strathcona, BC (RD)",Regional district,5924042,"Strathcona D (Oyster Bay - Buttle Lake), BC",344,15,12,16,14,12,7,10,15,15,16,15,23,47,47,41,24,11,4,121,17,12,5,0,11,6,5,0,6,6,0,0,173,17,54,27,17,19,39,69076.98,148,33,59,14,42,0,0,301,126,118,8,175,344,14,0,0,14,0,0,0,0,0,0,0,0,0,330,344,36,308,344,284,204,80,60,344,7,173,51,90,21,6,5
5923039,"Alberni-Clayoquot F, BC (RDA)",Alberni-Clayoquot F,Regional district electoral area,5923,"Alberni-Clayoquot, BC (RD)",Regional district,5923039,"Alberni-Clayoquot F, BC",2149,59,94,126,111,100,87,99,91,120,140,158,206,204,165,151,114,69,55,618,57,39,13,5,30,24,3,3,27,15,10,2,882,72,157,159,121,96,277,81392.95857,1093,176,399,130,260,13,115,1846,1035,950,85,811,2125,87,0,34,0,8,10,15,0,0,0,13,0,7,2038,2125,99,2026,2125,1962,1504,458,163,2125,17,882,240,378,110,103,51
5915810,"Musqueam 4, BC (IRI)",Musqueam 4,Indian reserve,5915,"Greater Vancouver, BC (RD)",Regional district,5915011,"Delta, BC",16,0,1,1,2,1,3,2,1,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,42036.72,11,5,5,1,0,0,0,14,0,0,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,12,4,16,1,1,0,15,16,6,4,0,1,0,2,1
5945801,"Bella Bella 1, BC (IRI)",Bella Bella 1,Indian reserve,5945,"Central Coast, BC (RD)",Regional district,5945006,"Central Coast A, BC",1077,53,66,73,75,64,70,89,86,70,69,68,87,69,56,36,27,12,7,254,72,39,19,14,58,31,17,10,22,13,4,5,349,40,62,48,64,55,80,74362.3043,608,212,165,57,95,29,50,885,532,486,46,353,1077,19,0,0,0,0,0,0,3,0,10,0,6,0,1058,1077,1026,51,1077,1077,809,268,0,1077,0,349,80,89,69,45,66
5909805,"Inkahtsaph 6, BC (IRI)",Inkahtsaph 6,Indian reserve,5909,"Fraser Valley, BC (RD)",Regional district,5909016,"Fraser Valley B, BC",5,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5711.47,5,2,2,0,1,0,0,5,4,4,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,2,5,4,3,1,1,5,0,1,0,0,0,0,1
5919035,"Cowichan Valley I, BC (RDA)",Cowichan Valley I,Regional district electoral area,5919,"Cowichan Valley, BC (RD)",Regional district,5919033,"Cowichan Valley F, BC",1298,44,38,39,47,39,40,54,45,53,80,91,153,166,152,114,67,42,34,380,56,45,11,0,42,34,8,0,15,12,3,0,598,89,131,104,77,63,134,74616.60605,682,76,158,132,174,40,102,1177,577,547,30,600,1298,9,0,9,0,0,0,0,0,0,0,0,0,0,1289,1298,44,1254,1298,1222,801,421,74,1298,3,598,187,285,58,44,24
5941862,"Salmon River Meadow 7, BC (IRI)",Salmon River Meadow 7,Indian reserve,5941,"Cariboo, BC (RD)",Regional district,5941039,"Cariboo J, BC",2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,20245.87,2,0,2,0,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,2,2,0,0,2,0,2,2,0,0,0,0
5917010,"Sidney, BC (T)",Sidney,Town,5917,"Capital, BC (RD)",Regional district,5917005,"North Saanich, BC",135490,5233,5570,5532,6412,9303,10847,10579,9720,8528,8045,8647,9124,9035,8422,7330,5093,3404,4666,33971,5473,3723,1401,349,4414,3019,1130,265,1149,776,288,85,58096,5123,10187,9122,7743,6479,19442,93951.45755,73724,4666,17250,5793,16115,1767,28133,115342,76612,73029,3583,38730,131662,27083,9766,4610,1774,3414,1197,1335,1127,492,1190,1082,344,752,104579,131662,6205,125457,131662,98593,61343,37250,26053,131662,2434,58096,19685,21513,7901,5953,3044
5923019,"Ucluelet, BC (DM)",Ucluelet,District municipality,5923,"Alberni-Clayoquot, BC (RD)",Regional district,5923035,"Alberni-Clayoquot D, BC",2003,109,110,103,78,84,114,187,214,187,142,118,124,133,109,90,56,26,19,616,97,88,2,7,86,78,1,7,11,10,1,0,1095,82,231,209,175,131,267,77072.29442,1178,97,350,153,296,60,222,1602,1163,1090,73,439,1921,174,33,0,0,46,0,19,0,0,0,67,0,9,1747,1921,116,1805,1921,1705,1096,609,180,1921,24,1095,435,499,156,5,0
5907807,"Chuchuwayha 2, BC (IRI)",Chuchuwayha 2,Indian reserve,5907,"Okanagan-Similkameen, BC (RD)",Regional district,5907053,"Okanagan-Similkameen G, BC",57,6,4,4,4,4,6,3,4,4,5,3,2,3,2,1,0,1,1,16,5,5,0,0,4,4,0,0,1,1,0,0,30,11,6,3,3,2,5,46183.96,30,15,9,6,0,0,0,43,29,29,0,14,57,7,0,0,7,0,0,0,0,0,0,0,0,0,50,57,54,3,57,55,42,13,0,57,0,30,15,6,6,3,0
5915001,"Langley, BC (DM)",Langley,District municipality,5915,"Greater Vancouver, BC (RD)",Regional district,5915001,"Langley, BC",131848,7058,7484,7771,8774,7652,7523,8805,9283,9075,8634,9233,9683,8645,7168,6044,3797,2499,2720,34870,4421,2632,1360,429,3672,2145,1178,349,1082,709,277,96,45344,2156,5270,5553,5497,5058,21810,116888.1475,70661,4822,21571,7618,16535,2355,17760,107948,73445,70354,3091,34503,130244,28620,6169,7722,1744,2215,1538,2085,571,520,4132,956,178,790,101624,130244,4601,125643,130244,100003,75476,24527,27065,130244,5764,45344,9145,15217,7515,8062,5405
5909815,"Speyum 3, BC (IRI)",Speyum 3,Indian reserve,5909,"Fraser Valley, BC (RD)",Regional district,5909016,"Fraser Valley B, BC",6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,5711.47,0,0,0,0,0,0,0,5,1,1,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,1,6,5,5,0,1,6,0,1,0,0,0,0,1
5909817,"Tuckkwiowhum 1, BC (IRI)",Tuckkwiowhum 1,Indian reserve,5909,"Fraser Valley, BC (RD)",Regional district,5909016,"Fraser Valley B, BC",36,4,3,3,2,2,3,1,2,2,2,2,2,2,2,1,1,1,1,10,2,1,0,1,1,1,0,0,1,0,0,1,16,3,6,4,2,0,1,44053.05,16,7,9,0,0,0,0,26,16,16,0,10,36,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,32,4,36,35,35,0,1,36,0,16,6,8,0,0,2
5915007,"White Rock, BC (CY)",White Rock,City,5915,"Greater Vancouver, BC (RD)",Regional district,5915004,"Surrey, BC",22028,578,577,650,891,844,863,930,967,1142,1178,1582,1999,2132,2111,1964,1378,955,1287,5460,814,600,179,35,670,494,149,27,166,124,34,8,10530,950,2147,1684,1352,1045,3352,99020.59403,10770,539,2797,876,2663,374,3521,19291,10943,10398,545,8348,21096,4193,1505,1428,184,227,136,50,118,51,176,109,95,114,16903,21096,586,20510,21096,15020,8810,6210,5767,21096,1154,10530,4681,3702,1013,729,405
5915840,"Whonnock 1, BC (IRI)",Whonnock 1,Indian reserve,5915,"Greater Vancouver, BC (RD)",Regional district,5915075,"Maple Ridge, BC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5909020,"Chilliwack, BC (CY)",Chilliwack,City,5909,"Fraser Valley, BC (RD)",Regional district,5909036,"Fraser Valley E, BC",99109,5499,6172,6252,6342,5964,5805,6459,6431,6168,6331,6757,6877,6223,5340,4625,3260,2241,2363,26142,4217,2502,1227,488,3434,1966,1063,405,920,639,193,88,36914,2838,6512,5652,4977,4281,12654,90532.30186,50836,5434,16905,5753,11729,2305,8710,79562,51423,48155,3268,28139,97482,8336,1246,2143,1231,913,650,674,129,142,600,166,133,309,89146,97482,7802,89680,97482,82679,58883,23796,13861,97482,2994,36914,9394,13187,5333,5104,3896
5915004,"Surrey, BC (CY)",Surrey,City,5915,"Greater Vancouver, BC (RD)",Regional district,5915004,"Surrey, BC",590456,31227,32896,33380,39279,39156,40488,45090,44618,41632,38619,39944,40227,35523,29138,23831,15295,10004,10109,143631,16635,9842,4958,1835,19032,11142,5754,2136,4772,3012,1263,497,188788,12806,26717,26802,24598,22201,75664,103206.5206,324163,35261,94795,23356,65163,11444,94144,485964,328481,310785,17696,157483,583437,361062,47248,208577,12123,32455,8885,15093,8191,4943,10095,2835,3066,7551,222375,583437,15927,567510,583437,307350,239196,68154,254583,583437,40595,188788,38043,52614,31520,34170,32441
5929005,"Gibsons, BC (T)",Gibsons,Town,5929,"Sunshine Coast, BC (RD)",Regional district,5929018,"Sunshine Coast A, BC",5098,166,182,205,190,217,238,264,260,234,279,342,415,439,445,434,327,195,266,1312,218,144,65,9,185,120,58,7,36,27,7,2,2327,193,465,421,373,268,607,81102.90147,2432,220,652,260,549,83,668,4309,2344,2146,198,1965,4862,404,73,39,74,101,18,23,0,0,23,36,17,0,4458,4862,237,4625,4862,3790,2377,1413,1054,4862,150,2327,910,886,255,197,79
5921805,"Nanoose, BC (IRI)",Nanoose,Indian reserve,5921,"Nanaimo, BC (RD)",Regional district,5921007,"Nanaimo, BC",260,21,24,25,23,21,19,23,17,14,12,11,13,13,8,6,5,3,2,69,34,19,9,6,28,13,9,6,6,6,0,0,93,11,17,8,8,7,42,88811.63,122,15,36,26,32,0,13,190,117,103,14,73,260,0,0,0,0,0,0,0,0,0,0,0,0,0,260,260,250,10,260,197,123,74,63,260,8,93,23,29,13,11,17
5919033,"Cowichan Valley F, BC (RDA)",Cowichan Valley F,Regional district electoral area,5919,"Cowichan Valley, BC (RD)",Regional district,5919033,"Cowichan Valley F, BC",1661,54,56,69,70,60,63,80,82,86,106,129,156,194,167,132,76,45,36,484,56,34,13,9,37,21,11,5,19,13,2,4,698,52,146,122,105,81,192,78893.5365,890,129,265,166,210,27,93,1463,781,727,54,682,1642,18,0,18,0,0,0,0,0,0,0,0,0,0,1624,1642,36,1606,1642,1522,1020,502,120,1642,3,698,178,316,93,79,32
5923008,"Port Alberni, BC (CY)",Port Alberni,City,5923,"Alberni-Clayoquot, BC (RD)",Regional district,5923039,"Alberni-Clayoquot F, BC",18518,788,861,980,960,1016,971,985,1075,1011,991,1184,1412,1543,1397,1226,906,586,626,5166,1056,645,292,119,802,482,236,84,259,168,56,35,8505,1062,2070,1574,1214,844,1741,66418.82584,9129,1592,2636,1264,2415,258,964,15532,8200,7494,706,7332,18161,1114,236,567,67,58,26,30,31,0,40,26,13,20,17047,18161,3521,14640,18161,16255,12299,3956,1800,18161,32,8505,2988,3252,1084,762,419
5903015,"Nelson, BC (CY)",Nelson,City,5903,"Central Kootenay, BC (RD)",Regional district,5903041,"Central Kootenay E, BC",11633,441,556,603,660,683,697,841,892,867,817,745,786,770,729,591,378,238,339,2953,620,404,183,33,471,299,144,28,150,106,39,5,5260,657,1184,861,740,505,1313,76983.86981,6357,279,1534,543,1654,160,2187,9667,6558,6109,449,3109,11267,624,124,110,71,61,77,16,4,0,3,98,54,6,10643,11267,683,10584,11267,9468,5835,3633,1479,11267,135,5260,1935,1770,776,579,200
5931823,"McCartney's Flat 4, BC (IRI)",McCartney's Flat 4,Indian reserve,5931,"Squamish-Lillooet, BC (RD)",Regional district,5931034,"Squamish-Lillooet B, BC",27,1,2,4,2,3,1,1,0,1,2,1,3,1,1,1,2,0,1,5,1,1,0,0,1,1,0,0,0,0,0,0,9,1,3,2,1,1,1,52135.24,10,6,3,0,0,0,1,20,13,12,1,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,24,3,27,27,27,0,0,27,0,9,3,3,1,0,2
5909838,"Schelowat 1, BC (IRI)",Schelowat 1,Indian reserve,5909,"Fraser Valley, BC (RD)",Regional district,5909036,"Fraser Valley E, BC",10,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,40026.26,6,2,4,0,0,0,0,7,5,5,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,10,9,9,0,1,10,0,4,1,2,0,0,1
5915825,"Matsqui 4, BC (IRI)",Matsqui 4,Indian reserve,5915,"Greater Vancouver, BC (RD)",Regional district,5915001,"Langley, BC",483,1,3,1,1,3,5,2,0,1,2,4,10,28,69,123,101,62,67,161,4,4,0,0,1,1,0,0,3,3,0,0,279,18,102,72,37,24,26,57750.58659,52,7,33,0,12,0,0,478,91,91,0,387,483,0,0,0,0,0,0,0,0,0,0,0,0,0,483,483,26,457,483,419,220,199,64,483,12,279,110,157,5,0,7
5941831,"Tanakut 4, BC (IRI)",Tanakut 4,Indian reserve,5941,"Cariboo, BC (RD)",Regional district,5941039,"Cariboo J, BC",24,1,2,2,2,1,1,1,1,1,2,1,2,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,39146.37,4,2,2,0,0,0,0,6,5,4,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,8,7,7,0,1,8,0,1,0,0,0,0,1
5933886,"Nekalliston 2, BC (IRI)",Nekalliston 2,Indian reserve,5933,"Thompson-Nicola, BC (RD)",Regional district,5933072,"Thompson-Nicola O (Lower North Thompson), BC",2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5937802,"Enderby 2, BC (IRI)",Enderby 2,Indian reserve,5937,"North Okanagan, BC (RD)",Regional district,5937041,"North Okanagan F, BC",315,28,26,19,23,20,17,13,17,21,21,23,17,18,18,13,8,7,6,79,24,14,6,4,18,8,6,4,6,6,0,0,115,31,36,20,10,5,13,45867.04,147,34,44,29,22,0,18,242,131,110,21,111,315,0,0,0,0,0,0,0,0,0,0,0,0,0,315,315,258,57,315,182,101,81,94,315,0,115,31,41,14,18,11
5941852,"Trout Lake Alec 16, BC (IRI)",Trout Lake Alec 16,Indian reserve,5941,"Cariboo, BC (RD)",Regional district,5941027,"Cariboo I, BC",13,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,16295.3,7,3,3,0,1,0,0,10,6,6,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,0,13,12,12,0,1,13,0,1,1,0,0,0,0
5929022,"Sunshine Coast B, BC (RDA)",Sunshine Coast B,Regional district electoral area,5929,"Sunshine Coast, BC (RD)",Regional district,5929018,"Sunshine Coast A, BC",2895,90,109,123,124,113,97,108,126,140,182,214,264,307,314,260,170,84,70,899,83,59,19,5,67,46,19,2,18,15,0,3,1288,111,222,218,170,157,410,91724.03053,1427,95,454,183,297,40,358,2558,1280,1151,129,1278,2880,128,32,0,16,0,0,23,0,0,0,54,0,3,2752,2880,67,2813,2880,2402,1631,771,478,2880,37,1288,360,612,145,112,59
5915039,"Port Coquitlam, BC (CY)",Port Coquitlam,City,5915,"Greater Vancouver, BC (RD)",Regional district,5915020,"Greater Vancouver A, BC",65862,3180,3379,3499,4217,4051,4122,4721,5060,4733,4722,5257,5329,4346,3203,2463,1558,1047,975,17176,2796,1713,859,224,2283,1376,725,182,636,423,169,44,23113,1321,2888,3147,2986,2647,10124,104311.1636,38001,2502,10593,3605,9380,1084,10837,54969,38656,36981,1675,16313,65027,24135,7970,4083,1247,2816,1256,736,515,2024,1574,614,287,1013,40892,65027,2251,62776,65027,41969,32245,9724,21964,65027,4308,23113,5150,7154,4407,4237,2165
5923825,"Tin Wis 11, BC (IRI)",Tin Wis 11,Indian reserve,5923,"Alberni-Clayoquot, BC (RD)",Regional district,5923035,"Alberni-Clayoquot D, BC",15,0,2,2,1,0,0,0,0,0,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,69968.12,7,2,3,0,2,0,0,11,5,5,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,10,5,15,12,9,3,2,15,0,2,0,0,0,0,2
5924835,"Tsa Xana 18, BC (IRI)",Tsa Xana 18,Indian reserve,5924,"Strathcona, BC (RD)",Regional district,5924042,"Strathcona D (Oyster Bay - Buttle Lake), BC",186,18,19,21,14,11,14,15,12,10,10,8,8,7,7,6,4,1,1,61,25,20,4,1,8,8,0,0,17,12,4,1,75,16,22,14,9,5,9,51650.76,84,29,12,18,17,8,0,128,75,63,12,53,186,0,0,0,0,0,0,0,0,0,0,0,0,0,186,186,179,7,186,176,144,32,10,186,0,75,24,17,18,6,10
5931813,"Bridge River 1, BC (IRI)",Bridge River 1,Indian reserve,5931,"Squamish-Lillooet, BC (RD)",Regional district,5931034,"Squamish-Lillooet B, BC",279,14,21,25,27,19,15,26,29,18,11,19,13,12,12,11,6,1,0,92,36,23,8,5,30,17,8,5,6,6,0,0,126,25,41,19,19,8,14,50912.52,143,54,51,16,22,0,0,219,150,132,18,69,279,7,0,0,7,0,0,0,0,0,0,0,0,0,272,279,269,10,279,279,279,0,0,279,0,126,40,42,21,23,0
5909806,"Kopchitchin 2, BC (IRI)",Kopchitchin 2,Indian reserve,5909,"Fraser Valley, BC (RD)",Regional district,5909016,"Fraser Valley B, BC",51,1,4,3,2,2,4,2,1,1,3,2,7,7,5,5,2,0,0,5,3,2,0,1,3,2,0,1,0,0,0,0,15,4,4,3,2,1,1,45260.49,27,18,9,0,0,0,0,43,24,18,6,19,51,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,49,2,51,50,50,0,1,51,0,15,4,1,3,5,2
5909884,"Skowkale, BC (IRI)",Skowkale,Indian reserve,5909,"Fraser Valley, BC (RD)",Regional district,5909036,"Fraser Valley E, BC",917,41,40,37,35,43,39,36,38,31,39,39,42,61,81,100,93,64,58,266,32,22,5,5,24,17,3,4,11,7,3,1,378,31,83,106,53,53,52,67537.27646,325,42,93,50,93,14,33,799,326,297,29,473,917,14,0,0,0,4,4,0,0,0,3,3,0,0,903,917,278,639,917,639,359,280,278,917,51,378,106,194,26,16,36
5933819,"High Bar 1, BC (IRI)",High Bar 1,Indian reserve,5933,"Thompson-Nicola, BC (RD)",Regional district,5933032,"Thompson-Nicola E (Bonaparte Plateau), BC",5,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,17466.29,4,2,1,0,1,0,0,5,3,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,2,5,4,3,1,1,5,0,1,0,0,0,0,1
5907014,"Oliver, BC (T)",Oliver,Town,5907,"Okanagan-Similkameen, BC (RD)",Regional district,5907028,"Okanagan-Similkameen C, BC",5515,226,244,231,217,201,201,283,257,222,263,321,398,490,538,487,385,272,279,1542,235,151,67,17,211,139,58,14,33,18,12,3,2295,207,546,439,374,264,465,72558.79524,2387,224,834,287,673,79,290,4536,2445,2283,162,2091,5237,713,55,530,18,29,36,17,0,0,23,0,5,0,4524,5237,254,4983,5237,4284,2541,1743,927,5237,131,2295,673,1044,270,188,120
5919815,"Malahat 11, BC (IRI)",Malahat 11,Indian reserve,5919,"Cowichan Valley, BC (RD)",Regional district,5919046,"Cowichan Valley B, BC",174,18,17,14,18,19,14,9,10,7,9,12,10,7,3,1,3,2,1,42,24,9,2,13,13,0,1,12,12,9,2,1,48,9,16,10,5,2,6,47879.96,78,73,5,0,0,0,0,125,71,66,5,54,174,0,0,0,0,0,0,0,0,0,0,0,0,0,174,174,174,0,174,174,174,0,0,174,0,48,8,13,8,6,13
5929024,"Sunshine Coast D, BC (RDA)",Sunshine Coast D,Regional district electoral area,5929,"Sunshine Coast, BC (RD)",Regional district,5929018,"Sunshine Coast A, BC",3677,129,160,197,193,167,123,170,173,214,246,257,301,349,376,299,173,79,71,1101,184,119,52,13,132,87,36,9,55,35,16,4,1568,144,267,288,189,165,515,88822.81972,1833,105,485,243,389,54,557,3191,1873,1714,159,1318,3677,145,33,32,29,3,12,0,12,4,10,10,0,0,3532,3677,110,3567,3677,3023,2052,971,642,3677,54,1568,416,659,247,166,80
5919051,"Cowichan Valley E, BC (RDA)",Cowichan Valley E,Regional district electoral area,5919,"Cowichan Valley, BC (RD)",Regional district,5919008,"North Cowichan, BC",4432,206,231,240,238,217,205,244,274,271,286,311,399,391,336,261,157,91,74,1255,156,95,47,14,124,80,36,8,35,18,11,6,1699,147,308,232,218,184,610,87796.62861,2313,220,689,312,589,84,419,3669,2379,2255,124,1290,4346,182,40,52,12,31,10,27,0,0,0,10,0,0,4164,4346,321,4025,4346,3948,2875,1073,354,4346,15,1699,376,704,268,214,137
5923806,"Hesquiat 1, BC (IRI)",Hesquiat 1,Indian reserve,5923,"Alberni-Clayoquot, BC (RD)",Regional district,5923035,"Alberni-Clayoquot D, BC",5,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,2,0,0,40492.4,4,2,0,0,0,0,2,5,3,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,2,5,5,5,0,0,5,0,4,3,1,0,0,0
5921023,"Qualicum Beach, BC (T)",Qualicum Beach,Town,5921,"Nanaimo, BC (RD)",Regional district,5921034,"Nanaimo G, BC",9679,163,200,228,290,278,213,206,254,256,352,421,612,932,1188,1340,1095,766,885,3120,257,186,56,15,203,149,43,11,55,38,13,4,4508,225,813,790,732,607,1341,96274.45354,3218,192,769,304,971,91,891,8900,3171,3022,149,5729,9488,245,61,24,34,61,3,12,0,0,0,29,10,11,9243,9488,332,9156,9488,7331,3402,3929,2126,9488,269,4508,1242,2536,339,242,149
5933840,"Lytton 4E, BC (IRI)",Lytton 4E,Indian reserve,5933,"Thompson-Nicola, BC (RD)",Regional district,5933037,"Thompson-Nicola I (Blue Sky Country), BC",5,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,37843.62,2,1,0,0,1,0,0,3,2,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,5,4,4,0,1,5,0,1,0,0,0,0,1
5921806,"Qualicum, BC (IRI)",Qualicum,Indian reserve,5921,"Nanaimo, BC (RD)",Regional district,5921036,"Nanaimo H, BC",75,5,5,4,4,4,9,9,8,3,4,4,3,5,4,2,1,0,1,20,7,2,5,0,6,2,4,0,1,0,1,0,36,4,7,2,3,4,16,87982.65,45,24,0,12,0,9,0,61,40,40,0,21,75,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,57,18,75,65,55,10,4,75,0,36,18,5,6,6,1
